"id","title","value","link","group"
"130","„Die USA haben das sicherste Gesundheitssystem der Welt“ – Die Johns Hopkins University und das globale Pandemien-Management","1","https://www.nachdenkseiten.de/?p=59825","NachDenkSeiten"
"131","Wer die Bekämpfung von «Fake-News» finanziert","1","https://www.infosperber.ch/politik/welt/wer-die-bekaempfung-von-fake-news-finanziert/","INFOsperber"
"132","zensur","1","","zensur"
"133","Situation Report - 5","1","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200125-sitrep-5-2019-ncov.pdf?sfvrsn=429b143d_8","World Health Organization"
"134","US paid Chinese People’s Liberation Army to engineer coronaviruses","1","https://www.theaustralian.com.au/science/us-paid-chinese-peoples-liberation-army-to-engineer-coronavirus/news-story/4adee56c1433fad332a76ffe043390ea","The Australian"
"135","Bill and Melinda Gates Foundation Dedicates Additional Funding to the Novel Coronavirus Response","1","https://www.gatesfoundation.org/Ideas/Media-Center/Press-Releases/2020/02/Bill-and-Melinda-Gates-Foundation-Dedicates-Additional-Funding-to-the-Novel-Coronavirus-Response","Bill & Melinda Gates Foundation"
"136","Situation Report - 3","1","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200123-sitrep-3-2019-ncov.pdf?sfvrsn=d6d23643_8","World Health Organization"
"137","Covid 19: Forscher warnt vor Impfung mit Erbsubstanz","1","https://www.berliner-zeitung.de/gesundheit-oekologie/ein-forscher-sagt-der-druck-der-oeffentlichkeit-auf-die-impfstoffentwickler-ist-zu-gross-li.84934","Berliner Zeitung"
"138","impfplan","1","","impfplan"
"139","Situation Report - 9","1","https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200129-sitrep-9-ncov-v2.pdf?sfvrsn=e2c8915_2","World Health Organization"
"140","UNO warnt wegen Corona-Massnahmen vor «Menschenrechtskatastrophe»","1","https://www.nau.ch/news/europa/uno-warnt-angesichts-von-corona-massnahmen-vor-menschenrechtskatastrophe-65699148","Nau"
"141","uno","1","","uno"
"142","menschenrechte","1","","menschenrechte"
